filename|id|url|title|categories
AA/wiki_00|336|https://en.wikipedia.org/wiki?curid=336|Altruism|['Altruism', 'Articles with dead external links from December 2017', 'Articles with permanently dead external links', 'Auguste Comte', 'CS1 maint', 'Defence mechanisms', 'Evolutionary psychology', 'Interpersonal relationships', 'Morality']
AA/wiki_00|339|https://en.wikipedia.org/wiki?curid=339|Ayn Rand|['1982 deaths', '20th-century American dramatists and playwrights', '20th-century American novelists', '20th-century American philosophers', '20th-century American women writers', '20th-century American writers', '20th-century Russian philosophers', '20th-century atheists', '20th-century essayists']
AA/wiki_00|340|https://en.wikipedia.org/wiki?curid=340|Alain Connes|['20th-century French mathematicians', '21st-century mathematicians', 'Articles with hCards', 'CS1 maint', 'Clay Research Award recipients', 'Collège de France faculty', 'Differential geometers', 'Fields Medalists', 'Foreign Members of the Russian Academy of Sciences']
AA/wiki_00|344|https://en.wikipedia.org/wiki?curid=344|Allan Dwan|['1981 deaths', 'American film directors', 'American film producers', 'American male screenwriters', 'Articles with hCards', 'Burials at San Fernando Mission Cemetery', 'Canadian emigrants to the United States', 'Commons category link is on Wikidata', 'Disease-related deaths in California']
AA/wiki_00|358|https://en.wikipedia.org/wiki?curid=358|Algeria|['1962 establishments in Algeria', 'Algeria', 'All accuracy disputes', 'All articles lacking reliable references', 'All articles needing additional references', 'All articles with unsourced statements', 'Arab republics', 'Arabic-speaking countries and territories', 'Articles containing Arabic-language text']
AA/wiki_00|359|https://en.wikipedia.org/wiki?curid=359|List of Atlas Shrugged characters|['Articles lacking in-text citations from March 2019', 'Atlas Shrugged characters', 'Fictional characters introduced in 1957', 'Fictional socialites', 'Lists of literary characters']
AA/wiki_00|569|https://en.wikipedia.org/wiki?curid=569|Anthropology|['Articles containing Ancient Greek-language text', 'Articles containing French-language text', 'Articles containing Latin-language text', 'Articles with short description', 'Articles with unsourced statements from August 2018', 'Articles with unsourced statements from November 2012', 'CS1', 'CS1 Spanish-language sources (es)', 'CS1 maint']
AA/wiki_00|572|https://en.wikipedia.org/wiki?curid=572|Agricultural science|['Agronomy', 'All articles needing additional references', 'Articles needing additional references from March 2018', 'Use dmy dates from June 2013', 'Webarchive template wayback links', 'Wikipedia articles with GND identifiers', 'Wikipedia articles with HDS identifiers', 'Wikipedia articles with LCCN identifiers']
AA/wiki_00|573|https://en.wikipedia.org/wiki?curid=573|Alchemy|['All articles with unsourced statements', 'Articles containing Ancient Greek-language text', 'Articles containing Arabic-language text', 'Articles containing Latin-language text', 'Articles with short description', 'Articles with unsourced statements from February 2013', 'Articles with unsourced statements from September 2015', 'CS1 errors', 'Commons category link is on Wikidata']
AA/wiki_00|579|https://en.wikipedia.org/wiki?curid=579|Alien|['All disambiguation pages', 'Disambiguation pages', 'Disambiguation pages with short description', 'Wikipedia pages under 30-500 editing restriction']
AA/wiki_00|580|https://en.wikipedia.org/wiki?curid=580|Astronomer|['Astronomy', 'Science occupations', 'Use dmy dates from July 2012', 'Wikipedia articles with GND identifiers', 'Wikipedia articles with LCCN identifiers', 'Wikipedia articles with NDL identifiers']
AA/wiki_00|586|https://en.wikipedia.org/wiki?curid=586|ASCII|['All Wikipedia articles written in American English', 'All articles with unsourced statements', 'Articles with hAudio microformats', 'Articles with short description', 'Articles with unsourced statements from June 2016', 'Character sets', 'Commons category link is on Wikidata', 'Computer-related introductions in 1963', 'Latin-script representations']
AA/wiki_00|593|https://en.wikipedia.org/wiki?curid=593|Animation|['Articles containing video clips', 'Articles with Curlie links', 'Cartooning', 'Commons category link is on Wikidata', 'Film and video technology', 'Use dmy dates from June 2013', 'Wikipedia articles with GND identifiers', 'Wikipedia articles with NDL identifiers']
AA/wiki_00|594|https://en.wikipedia.org/wiki?curid=594|Apollo|['Apollo', 'Articles containing Ancient Greek-language text', 'Articles containing Hittite-language text', 'Articles containing Latin-language text', 'Articles containing Mycenaean Greek-language text', 'Articles having same image on Wikidata and Wikipedia', 'Articles with short description', 'Articles with unsourced statements from March 2019', 'Arts gods']
AA/wiki_00|595|https://en.wikipedia.org/wiki?curid=595|Andre Agassi|['20th-century American businesspeople', '21st-century American businesspeople', 'All articles containing potentially dated statements', 'All articles with dead external links', 'American autobiographers', 'American investors', 'American male tennis players', 'American people of Armenian descent', 'American people of Iranian-Assyrian descent']
AA/wiki_00|597|https://en.wikipedia.org/wiki?curid=597|Austroasiatic languages|['Austroasiatic languages', 'Commons category link is on Wikidata', 'Language families', 'Sino-Austronesian languages', 'Use dmy dates from January 2018', 'Webarchive template webcite links', 'Wikipedia articles needing clarification from February 2016', 'Wikipedia articles with GND identifiers', 'Wikipedia articles with SUDOC identifiers']
AA/wiki_00|599|https://en.wikipedia.org/wiki?curid=599|Afroasiatic languages|['Afroasiatic peoples', 'All articles lacking in-text citations', 'All articles with failed verification', 'All articles with unsourced statements', 'Articles lacking in-text citations from September 2016', 'Articles with Russian-language external links', 'Articles with failed verification from February 2019', 'Articles with unsourced statements from December 2016', 'Articles with unsourced statements from September 2018']
AA/wiki_00|600|https://en.wikipedia.org/wiki?curid=600|Andorra|['All articles with dead external links', 'Andorra', 'Articles containing Catalan-language text', 'Articles with Catalan-language external links', 'Articles with Curlie links', 'Articles with French-language external links', 'Articles with dead external links from March 2019', 'Articles with hAudio microformats', 'CS1']
AA/wiki_00|612|https://en.wikipedia.org/wiki?curid=612|Arithmetic mean|['Articles needing additional references from July 2013', 'Means', 'Use dmy dates from June 2013']
AA/wiki_00|615|https://en.wikipedia.org/wiki?curid=615|American Football Conference|['American Football League', 'Articles needing additional references from September 2014', 'National Football League', 'Sports organizations established in 1970', 'Use mdy dates from January 2019']
AA/wiki_00|620|https://en.wikipedia.org/wiki?curid=620|Animal Farm|['All articles with unsourced statements', 'Allegory', 'Animal Farm', 'Articles containing French-language text', 'Articles with Project Gutenberg links', 'Articles with Wikilivres links', 'Articles with short description', 'Articles with unsourced statements from February 2019', 'British novellas']
