ANNOT_ID,Q_ID,NONSENSE,SENTS_INDICES,N_SENTS,SKILLS,SKILL_COUNTS,Q_STR_2
4_Alzheimer_2,2,True,"[[451, 452]]",1,0,[14],Is it possible for scientist
4_Alzheimer_2,2,True,"[[451, 452]]",1,0,[14],Is it possible for scientist
4_Alzheimer_2,2,True,"[[451, 452]]",1,0,[14],Is it possible for scientist
4_Alzheimer_2,3,False,"[[312, 339]]",1,1,[11],How can we start developing 
4_Alzheimer_2,3,False,"[[312, 339]]",1,1,[11],How can we start developing 
4_Alzheimer_2,3,False,"[[312, 339]]",1,1,[11],How can we start developing 
4_Alzheimer_2,3,False,"[[312, 339]]",1,1,[11],How can we start developing 
4_Alzheimer_2,3,False,"[[312, 339]]",1,1,[11],How can we start developing 
4_Alzheimer_2,4,False,"[[367, 415]]",1,3,"[8, 9, 11]",Is it possible to protect neurons aga
4_Alzheimer_2,4,False,"[[367, 415]]",1,3,"[8, 9, 11]",Is it possible to protect neurons aga
4_Alzheimer_2,4,False,"[[367, 415]]",1,3,"[8, 9, 11]",Is it possible to protect neurons aga
4_Alzheimer_2,4,False,"[[367, 415]]",1,3,"[8, 9, 11]",Is it possible to protect neurons aga
4_Alzheimer_2,4,False,"[[367, 415]]",1,3,"[8, 9, 11]",Is it possible to protect neurons aga
4_Alzheimer_2,5,False,"[[38, 143]]",1,3,"[8, 2, 11]",Give two symp
4_Alzheimer_2,5,False,"[[38, 143]]",1,3,"[8, 2, 11]",Give two symp
4_Alzheimer_2,5,False,"[[38, 143]]",1,3,"[8, 2, 11]",Give two symp
4_Alzheimer_2,5,False,"[[38, 143]]",1,3,"[8, 2, 11]",Give two symp
4_Alzheimer_2,5,False,"[[38, 143]]",1,3,"[8, 2, 11]",Give two symp
4_Alzheimer_2,7,False,"[[693, 708]]",1,1,[10],What is the aim of Jame
4_Alzheimer_2,7,False,"[[693, 708]]",1,1,[10],What is the aim of Jame
4_Alzheimer_2,7,False,"[[693, 708]]",1,1,[10],What is the aim of Jame
4_Alzheimer_2,7,False,"[[693, 708]]",1,1,[10],What is the aim of Jame
4_Alzheimer_2,7,False,"[[693, 708]]",1,1,[10],What is the aim of Jame
4_Alzheimer_2,9,True,"[[190, 251]]",1,0,[14],Why is there no progress in 
4_Alzheimer_2,9,True,"[[190, 251]]",1,0,[14],Why is there no progress in 
4_Alzheimer_2,9,True,"[[190, 251]]",1,0,[14],Why is there no progress in 
4_Alzheimer_2,9,True,"[[190, 251]]",1,0,[14],Why is there no progress in 
4_Alzheimer_2,9,True,"[[190, 251]]",1,0,[14],Why is there no progress in 
4_Alzheimer_2,10,False,"[[432, 518]]",1,4,"[8, 2, 11, 12]",What is the approxima
4_Alzheimer_2,10,False,"[[432, 518]]",1,4,"[8, 2, 11, 12]",What is the approxima
4_Alzheimer_2,10,False,"[[432, 518]]",1,4,"[8, 2, 11, 12]",What is the approxima
4_Alzheimer_2,10,False,"[[432, 518]]",1,4,"[8, 2, 11, 12]",What is the approxima
4_Alzheimer_2,10,False,"[[432, 518]]",1,4,"[8, 2, 11, 12]",What is the approxima
4_Alzheimer_2,13,False,"[[262, 290]]",1,1,[11],Why are there setbacks in de
4_Alzheimer_2,13,False,"[[262, 290]]",1,1,[11],Why are there setbacks in de
4_Alzheimer_2,13,False,"[[262, 290]]",1,1,[11],Why are there setbacks in de
4_Alzheimer_2,13,False,"[[262, 290]]",1,1,[11],Why are there setbacks in de
4_Alzheimer_2,13,False,"[[262, 290]]",1,1,[11],Why are there setbacks in de
4_Alzheimer_3,1,False,"[[784, 795]]",1,4,"[8, 9, 2, 11]",What would an Alzheimer relative envisage w
4_Alzheimer_3,1,False,"[[784, 795]]",1,4,"[8, 9, 2, 11]",What would an Alzheimer relative envisage w
4_Alzheimer_3,1,False,"[[784, 795]]",1,4,"[8, 9, 2, 11]",What would an Alzheimer relative envisage w
4_Alzheimer_3,1,False,"[[784, 795]]",1,4,"[8, 9, 2, 11]",What would an Alzheimer relative envisage w
4_Alzheimer_3,1,False,"[[784, 795]]",1,4,"[8, 9, 2, 11]",What would an Alzheimer relative envisage w
4_Alzheimer_3,8,False,"[[598, 611]]",1,1,[2],Is it possible for Alann
4_Alzheimer_3,8,False,"[[598, 611]]",1,1,[2],Is it possible for Alann
4_Alzheimer_3,8,False,"[[598, 611]]",1,1,[2],Is it possible for Alann
4_Alzheimer_3,8,False,"[[598, 611]]",1,1,[2],Is it possible for Alann
4_Alzheimer_3,8,False,"[[598, 611]]",1,1,[2],Is it possible for Alann
4_Alzheimer_3,10,False,"[[859, 875]]",1,2,"[2, 11]",Name a reason why Alanna's father
4_Alzheimer_3,10,False,"[[859, 875]]",1,2,"[2, 11]",Name a reason why Alanna's father
4_Alzheimer_3,10,False,"[[859, 875]]",1,2,"[2, 11]",Name a reason why Alanna's father
4_Alzheimer_3,10,False,"[[859, 875]]",1,2,"[2, 11]",Name a reason why Alanna's father
4_Alzheimer_3,10,False,"[[859, 875]]",1,2,"[2, 11]",Name a reason why Alanna's father
4_Alzheimer_3,13,True,"[[41, 67]]",1,0,[14],What does the help in getting dress
4_Alzheimer_3,13,True,"[[41, 67]]",1,0,[14],What does the help in getting dress
4_Alzheimer_3,13,True,"[[41, 67]]",1,0,[14],What does the help in getting dress
4_Alzheimer_3,13,True,"[[41, 67]]",1,0,[14],What does the help in getting dress
4_Alzheimer_3,13,True,"[[41, 67]]",1,0,[14],What does the help in getting dress
4_Alzheimer_3,14,False,"[[93, 116]]",1,2,"[9, 11]",How many people with dementia are predicted to exist in t
4_Alzheimer_3,14,False,"[[93, 116]]",1,2,"[9, 11]",How many people with dementia are predicted to exist in t
4_Alzheimer_3,14,False,"[[93, 116]]",1,2,"[9, 11]",How many people with dementia are predicted to exist in t
4_Alzheimer_3,14,False,"[[93, 116]]",1,2,"[9, 11]",How many people with dementia are predicted to exist in t
4_Alzheimer_3,14,False,"[[93, 116]]",1,2,"[9, 11]",How many people with dementia are predicted to exist in t
4_Alzheimer_4,4,False,"[[723, 1405]]",1,4,"[8, 11, 3, 12]",Can the income of an Alzheimer's f
4_Alzheimer_4,4,False,"[[723, 1405]]",1,4,"[8, 11, 3, 12]",Can the income of an Alzheimer's f
4_Alzheimer_4,4,False,"[[723, 1405]]",1,4,"[8, 11, 3, 12]",Can the income of an Alzheimer's f
4_Alzheimer_4,4,False,"[[723, 1405]]",1,4,"[8, 11, 3, 12]",Can the income of an Alzheimer's f
4_Alzheimer_4,4,False,"[[723, 1405]]",1,4,"[8, 11, 3, 12]",Can the income of an Alzheimer's f
4_Alzheimer_4,5,False,"[[308, 333]]",1,1,[8],What will happen if the care needed by an Alzheime
4_Alzheimer_4,5,False,"[[308, 333]]",1,1,[8],What will happen if the care needed by an Alzheime
4_Alzheimer_4,5,False,"[[308, 333]]",1,1,[8],What will happen if the care needed by an Alzheime
4_Alzheimer_4,5,False,"[[308, 333]]",1,1,[8],What will happen if the care needed by an Alzheime
4_Alzheimer_4,5,False,"[[308, 333]]",1,1,[8],What will happen if the care needed by an Alzheime
4_Alzheimer_4,6,False,"[[1614, 1655]]",1,1,[2],Give three examples o
4_Alzheimer_4,6,False,"[[1614, 1655]]",1,1,[2],Give three examples o
4_Alzheimer_4,6,False,"[[1614, 1655]]",1,1,[2],Give three examples o
4_Alzheimer_4,6,False,"[[1614, 1655]]",1,1,[2],Give three examples o
4_Alzheimer_4,6,False,"[[1614, 1655]]",1,1,[2],Give three examples o
4_Alzheimer_4,7,False,"[[790, 1141]]",1,3,"[8, 2, 11]","All but one of the following are reasons why a total of $100,000 for the "
4_Alzheimer_4,7,False,"[[790, 1141]]",1,3,"[8, 2, 11]","All but one of the following are reasons why a total of $100,000 for the "
4_Alzheimer_4,7,False,"[[790, 1141]]",1,3,"[8, 2, 11]","All but one of the following are reasons why a total of $100,000 for the "
4_Alzheimer_4,7,False,"[[790, 1141]]",1,3,"[8, 2, 11]","All but one of the following are reasons why a total of $100,000 for the "
4_Alzheimer_4,7,False,"[[790, 1141]]",1,3,"[8, 2, 11]","All but one of the following are reasons why a total of $100,000 for the "
4_Alzheimer_4,8,False,"[[1713, 1795]]",1,2,"[8, 11]",How can a farmer avoid pa
4_Alzheimer_4,8,False,"[[1713, 1795]]",1,2,"[8, 11]",How can a farmer avoid pa
4_Alzheimer_4,8,False,"[[1713, 1795]]",1,2,"[8, 11]",How can a farmer avoid pa
4_Alzheimer_4,8,False,"[[1713, 1795]]",1,2,"[8, 11]",How can a farmer avoid pa
4_Alzheimer_4,8,False,"[[1713, 1795]]",1,2,"[8, 11]",How can a farmer avoid pa
4_Alzheimer_4,10,False,"[[2239, 2255]]",1,0,[13],Why is the middle cla
4_Alzheimer_4,10,False,"[[2239, 2255]]",1,0,[13],Why is the middle cla
4_Alzheimer_4,10,False,"[[2239, 2255]]",1,0,[13],Why is the middle cla
4_Alzheimer_4,10,False,"[[2239, 2255]]",1,0,[13],Why is the middle cla
4_Alzheimer_4,10,False,"[[2239, 2255]]",1,0,[13],Why is the middle cla
3_Music and Society_5,7,False,"[[1421, 1436]]",1,2,"[8, 2]","How does the ""Studio per il piano"
3_Music and Society_5,7,False,"[[1421, 1436]]",1,2,"[8, 2]","How does the ""Studio per il piano"
3_Music and Society_5,7,False,"[[1421, 1436]]",1,2,"[8, 2]","How does the ""Studio per il piano"
3_Music and Society_5,7,False,"[[1421, 1436]]",1,2,"[8, 2]","How does the ""Studio per il piano"
3_Music and Society_5,7,False,"[[1421, 1436]]",1,2,"[8, 2]","How does the ""Studio per il piano"
3_Music and Society_5,20,False,"[[1421, 1436]]",1,2,"[8, 2]","How does the ""Studio per il piano"
3_Music and Society_5,20,False,"[[1421, 1436]]",1,2,"[8, 2]","How does the ""Studio per il piano"
3_Music and Society_5,20,False,"[[1421, 1436]]",1,2,"[8, 2]","How does the ""Studio per il piano"
3_Music and Society_5,20,False,"[[1421, 1436]]",1,2,"[8, 2]","How does the ""Studio per il piano"
3_Music and Society_5,20,False,"[[1421, 1436]]",1,2,"[8, 2]","How does the ""Studio per il piano"
3_Music and Society_5,9,False,"[[319, 340], [453, 469]]",2,1,[0],Which country di
3_Music and Society_5,9,False,"[[319, 340], [453, 469]]",2,1,[0],Which country di
3_Music and Society_5,9,False,"[[319, 340], [453, 469]]",2,1,[0],Which country di
3_Music and Society_5,9,False,"[[319, 340], [453, 469]]",2,1,[0],Which country di
3_Music and Society_5,9,False,"[[319, 340], [453, 469]]",2,1,[0],Which country di
3_Music and Society_5,10,False,"[[196, 212]]",1,1,[2],How did Cramer become familiar
3_Music and Society_5,10,False,"[[196, 212]]",1,1,[2],How did Cramer become familiar
3_Music and Society_5,10,False,"[[196, 212]]",1,1,[2],How did Cramer become familiar
3_Music and Society_5,10,False,"[[196, 212]]",1,1,[2],How did Cramer become familiar
3_Music and Society_5,10,False,"[[196, 212]]",1,1,[2],How did Cramer become familiar
3_Music and Society_5,11,True,"[[500, 549]]",1,0,[14],Why did Cramer wri
3_Music and Society_5,11,True,"[[500, 549]]",1,0,[14],Why did Cramer wri
3_Music and Society_5,11,True,"[[500, 549]]",1,0,[14],Why did Cramer wri
3_Music and Society_5,11,True,"[[500, 549]]",1,0,[14],Why did Cramer wri
3_Music and Society_5,11,True,"[[500, 549]]",1,0,[14],Why did Cramer wri
3_Music and Society_5,1,True,"[[1671, 1746]]",1,0,[14],How well-known are Cra
3_Music and Society_5,1,True,"[[1671, 1746]]",1,0,[14],How well-known are Cra
3_Music and Society_5,1,True,"[[1671, 1746]]",1,0,[14],How well-known are Cra
3_Music and Society_5,1,True,"[[1671, 1746]]",1,0,[14],How well-known are Cra
3_Music and Society_5,1,True,"[[1671, 1746]]",1,0,[14],How well-known are Cra
3_Music and Society_5,16,True,"[[1671, 1746]]",1,0,[14],How well-known are Cra
3_Music and Society_5,16,True,"[[1671, 1746]]",1,0,[14],How well-known are Cra
3_Music and Society_5,16,True,"[[1671, 1746]]",1,0,[14],How well-known are Cra
3_Music and Society_5,16,True,"[[1671, 1746]]",1,0,[14],How well-known are Cra
3_Music and Society_5,16,True,"[[1671, 1746]]",1,0,[14],How well-known are Cra
3_Music and Society_5,5,False,"[[722, 736]]",1,1,[2],Which organisation appointe
3_Music and Society_5,5,False,"[[722, 736]]",1,1,[2],Which organisation appointe
3_Music and Society_5,5,False,"[[722, 736]]",1,1,[2],Which organisation appointe
3_Music and Society_5,5,False,"[[722, 736]]",1,1,[2],Which organisation appointe
3_Music and Society_5,5,False,"[[722, 736]]",1,1,[2],Which organisation appointe
3_Music and Society_5,18,False,"[[722, 736]]",1,1,[2],Which organisation appointe
3_Music and Society_5,18,False,"[[722, 736]]",1,1,[2],Which organisation appointe
3_Music and Society_5,18,False,"[[722, 736]]",1,1,[2],Which organisation appointe
3_Music and Society_5,18,False,"[[722, 736]]",1,1,[2],Which organisation appointe
3_Music and Society_5,18,False,"[[722, 736]]",1,1,[2],Which organisation appointe
3_Music and Society_5,6,False,"[[1288, 1311]]",1,3,"[8, 2, 11]","Why is the ""Studio per il pi"
3_Music and Society_5,6,False,"[[1288, 1311]]",1,3,"[8, 2, 11]","Why is the ""Studio per il pi"
3_Music and Society_5,6,False,"[[1288, 1311]]",1,3,"[8, 2, 11]","Why is the ""Studio per il pi"
3_Music and Society_5,6,False,"[[1288, 1311]]",1,3,"[8, 2, 11]","Why is the ""Studio per il pi"
3_Music and Society_5,6,False,"[[1288, 1311]]",1,3,"[8, 2, 11]","Why is the ""Studio per il pi"
3_Music and Society_5,19,False,"[[1288, 1311]]",1,3,"[8, 2, 11]","Why is the ""Studio per il pi"
3_Music and Society_5,19,False,"[[1288, 1311]]",1,3,"[8, 2, 11]","Why is the ""Studio per il pi"
3_Music and Society_5,19,False,"[[1288, 1311]]",1,3,"[8, 2, 11]","Why is the ""Studio per il pi"
3_Music and Society_5,19,False,"[[1288, 1311]]",1,3,"[8, 2, 11]","Why is the ""Studio per il pi"
3_Music and Society_5,19,False,"[[1288, 1311]]",1,3,"[8, 2, 11]","Why is the ""Studio per il pi"
3_Music and Society_6,4,False,"[[598, 615]]",1,2,"[9, 12]",Which singer made a hit record whose
3_Music and Society_6,4,False,"[[598, 615]]",1,2,"[9, 12]",Which singer made a hit record whose
3_Music and Society_6,4,False,"[[598, 615]]",1,2,"[9, 12]",Which singer made a hit record whose
3_Music and Society_6,4,False,"[[598, 615]]",1,2,"[9, 12]",Which singer made a hit record whose
3_Music and Society_6,4,False,"[[598, 615]]",1,2,"[9, 12]",Which singer made a hit record whose
3_Music and Society_6,7,False,"[[257, 306]]",1,4,"[0, 8, 11, 9]",How is musique 
3_Music and Society_6,7,False,"[[257, 306]]",1,4,"[0, 8, 11, 9]",How is musique 
3_Music and Society_6,7,False,"[[257, 306]]",1,4,"[0, 8, 11, 9]",How is musique 
3_Music and Society_6,7,False,"[[257, 306]]",1,4,"[0, 8, 11, 9]",How is musique 
3_Music and Society_6,7,False,"[[257, 306]]",1,4,"[0, 8, 11, 9]",How is musique 
3_Music and Society_6,2,False,"[[321, 380]]",1,6,"[2, 6, 8, 9, 11, 12]",How did Kool Herc
3_Music and Society_6,2,False,"[[321, 380]]",1,6,"[2, 6, 8, 9, 11, 12]",How did Kool Herc
3_Music and Society_6,2,False,"[[321, 380]]",1,6,"[2, 6, 8, 9, 11, 12]",How did Kool Herc
3_Music and Society_6,2,False,"[[321, 380]]",1,6,"[2, 6, 8, 9, 11, 12]",How did Kool Herc
3_Music and Society_6,2,False,"[[321, 380]]",1,6,"[2, 6, 8, 9, 11, 12]",How did Kool Herc
3_Music and Society_6,8,False,"[[321, 380]]",1,6,"[2, 6, 8, 9, 11, 12]",How did Kool Herc
3_Music and Society_6,8,False,"[[321, 380]]",1,6,"[2, 6, 8, 9, 11, 12]",How did Kool Herc
3_Music and Society_6,8,False,"[[321, 380]]",1,6,"[2, 6, 8, 9, 11, 12]",How did Kool Herc
3_Music and Society_6,8,False,"[[321, 380]]",1,6,"[2, 6, 8, 9, 11, 12]",How did Kool Herc
3_Music and Society_6,8,False,"[[321, 380]]",1,6,"[2, 6, 8, 9, 11, 12]",How did Kool Herc
3_Music and Society_6,10,False,"[[1280, 1325]]",1,6,"[0, 2, 8, 9, 11, 12]",Which song used parts of
3_Music and Society_6,10,False,"[[1280, 1325]]",1,6,"[0, 2, 8, 9, 11, 12]",Which song used parts of
3_Music and Society_6,10,False,"[[1280, 1325]]",1,6,"[0, 2, 8, 9, 11, 12]",Which song used parts of
3_Music and Society_6,10,False,"[[1280, 1325]]",1,6,"[0, 2, 8, 9, 11, 12]",Which song used parts of
3_Music and Society_6,10,False,"[[1280, 1325]]",1,6,"[0, 2, 8, 9, 11, 12]",Which song used parts of
3_Music and Society_6,12,True,"[[598, 615]]",1,0,[14],Which singer originally called LaDonna Adrian Gaines mad
3_Music and Society_6,12,True,"[[598, 615]]",1,0,[14],Which singer originally called LaDonna Adrian Gaines mad
3_Music and Society_6,12,True,"[[598, 615]]",1,0,[14],Which singer originally called LaDonna Adrian Gaines mad
3_Music and Society_6,12,True,"[[598, 615]]",1,0,[14],Which singer originally called LaDonna Adrian Gaines mad
3_Music and Society_6,12,True,"[[598, 615]]",1,0,[14],Which singer originally called LaDonna Adrian Gaines mad
3_Music and Society_6,13,False,"[[239, 257]]",1,5,"[8, 9, 2, 11, 12]","Russolo's ""in"
3_Music and Society_6,13,False,"[[239, 257]]",1,5,"[8, 9, 2, 11, 12]","Russolo's ""in"
3_Music and Society_6,13,False,"[[239, 257]]",1,5,"[8, 9, 2, 11, 12]","Russolo's ""in"
3_Music and Society_6,13,False,"[[239, 257]]",1,5,"[8, 9, 2, 11, 12]","Russolo's ""in"
3_Music and Society_6,13,False,"[[239, 257]]",1,5,"[8, 9, 2, 11, 12]","Russolo's ""in"
3_Music and Society_6,19,False,"[[321, 402], [973, 1081], [1493, 1530]]",3,6,"[0, 2, 8, 9, 11, 12]",Which DJs have pro
3_Music and Society_6,19,False,"[[321, 402], [973, 1081], [1493, 1530]]",3,6,"[0, 2, 8, 9, 11, 12]",Which DJs have pro
3_Music and Society_6,19,False,"[[321, 402], [973, 1081], [1493, 1530]]",3,6,"[0, 2, 8, 9, 11, 12]",Which DJs have pro
3_Music and Society_6,19,False,"[[321, 402], [973, 1081], [1493, 1530]]",3,6,"[0, 2, 8, 9, 11, 12]",Which DJs have pro
3_Music and Society_6,19,False,"[[321, 402], [973, 1081], [1493, 1530]]",3,6,"[0, 2, 8, 9, 11, 12]",Which DJs have pro
3_Music and Society_7,3,False,"[[229, 272]]",1,6,"[2, 4, 8, 9, 11, 12]",What sort of music was written fo
3_Music and Society_7,3,False,"[[229, 272]]",1,6,"[2, 4, 8, 9, 11, 12]",What sort of music was written fo
3_Music and Society_7,3,False,"[[229, 272]]",1,6,"[2, 4, 8, 9, 11, 12]",What sort of music was written fo
3_Music and Society_7,3,False,"[[229, 272]]",1,6,"[2, 4, 8, 9, 11, 12]",What sort of music was written fo
3_Music and Society_7,3,False,"[[229, 272]]",1,6,"[2, 4, 8, 9, 11, 12]",What sort of music was written fo
3_Music and Society_7,9,False,"[[229, 272]]",1,6,"[2, 4, 8, 9, 11, 12]",What sort of music was written fo
3_Music and Society_7,9,False,"[[229, 272]]",1,6,"[2, 4, 8, 9, 11, 12]",What sort of music was written fo
3_Music and Society_7,9,False,"[[229, 272]]",1,6,"[2, 4, 8, 9, 11, 12]",What sort of music was written fo
3_Music and Society_7,9,False,"[[229, 272]]",1,6,"[2, 4, 8, 9, 11, 12]",What sort of music was written fo
3_Music and Society_7,9,False,"[[229, 272]]",1,6,"[2, 4, 8, 9, 11, 12]",What sort of music was written fo
3_Music and Society_7,4,False,"[[780, 816]]",1,3,"[12, 11, 4]",What approach did Cop
3_Music and Society_7,4,False,"[[780, 816]]",1,3,"[12, 11, 4]",What approach did Cop
3_Music and Society_7,4,False,"[[780, 816]]",1,3,"[12, 11, 4]",What approach did Cop
3_Music and Society_7,4,False,"[[780, 816]]",1,3,"[12, 11, 4]",What approach did Cop
3_Music and Society_7,4,False,"[[780, 816]]",1,3,"[12, 11, 4]",What approach did Cop
3_Music and Society_7,5,False,"[[1361, 1409]]",1,4,"[8, 9, 11, 12]",What caused an improveme
3_Music and Society_7,5,False,"[[1361, 1409]]",1,4,"[8, 9, 11, 12]",What caused an improveme
3_Music and Society_7,5,False,"[[1361, 1409]]",1,4,"[8, 9, 11, 12]",What caused an improveme
3_Music and Society_7,5,False,"[[1361, 1409]]",1,4,"[8, 9, 11, 12]",What caused an improveme
3_Music and Society_7,5,False,"[[1361, 1409]]",1,4,"[8, 9, 11, 12]",What caused an improveme
3_Music and Society_7,13,False,"[[1361, 1409]]",1,4,"[8, 9, 11, 12]",What caused an improveme
3_Music and Society_7,13,False,"[[1361, 1409]]",1,4,"[8, 9, 11, 12]",What caused an improveme
3_Music and Society_7,13,False,"[[1361, 1409]]",1,4,"[8, 9, 11, 12]",What caused an improveme
3_Music and Society_7,13,False,"[[1361, 1409]]",1,4,"[8, 9, 11, 12]",What caused an improveme
3_Music and Society_7,13,False,"[[1361, 1409]]",1,4,"[8, 9, 11, 12]",What caused an improveme
3_Music and Society_7,16,False,"[[816, 902]]",1,6,"[2, 3, 8, 9, 11, 12]","Why was the music for ""The"
3_Music and Society_7,16,False,"[[816, 902]]",1,6,"[2, 3, 8, 9, 11, 12]","Why was the music for ""The"
3_Music and Society_7,16,False,"[[816, 902]]",1,6,"[2, 3, 8, 9, 11, 12]","Why was the music for ""The"
3_Music and Society_7,16,False,"[[816, 902]]",1,6,"[2, 3, 8, 9, 11, 12]","Why was the music for ""The"
3_Music and Society_7,16,False,"[[816, 902]]",1,6,"[2, 3, 8, 9, 11, 12]","Why was the music for ""The"
3_Music and Society_7,17,False,"[[532, 676]]",1,7,"[0, 2, 3, 8, 9, 11, 12]",How did Alfred Newm
3_Music and Society_7,17,False,"[[532, 676]]",1,7,"[0, 2, 3, 8, 9, 11, 12]",How did Alfred Newm
3_Music and Society_7,17,False,"[[532, 676]]",1,7,"[0, 2, 3, 8, 9, 11, 12]",How did Alfred Newm
3_Music and Society_7,17,False,"[[532, 676]]",1,7,"[0, 2, 3, 8, 9, 11, 12]",How did Alfred Newm
3_Music and Society_7,17,False,"[[532, 676]]",1,7,"[0, 2, 3, 8, 9, 11, 12]",How did Alfred Newm
3_Music and Society_7,18,False,"[[170, 208]]",1,5,"[0, 8, 2, 11, 9]",Why was electronic music 
